OrderID,Date,Product,Category,Region,SalesRep,Quantity,UnitPrice
ORD1060,2024-01-16,Webcam HD,Electronics,North,Sneha Patel,6,1999.0
ORD1295,2024-01-16,Mechanical Keyboard,Accessories,North,Priya Singh,7,2499.0
ORD1352,2024-01-16,Power Bank,Electronics,East,Amit Sharma,9,1499.0
ORD1560,2024-01-17,Power Bank,Electronics,North,Karan Mehta,6,1499.0
ORD1057,2024-01-17,Bluetooth Speaker,Electronics,North,Priya Singh,13,1799.0
ORD1506,2024-01-17,Monitor 24in,Electronics,South,Amit Sharma,7,8999.0
ORD1342,2024-01-18,Laptop Stand,Furniture,South,Karan Mehta,13,899.0
ORD1576,2024-01-19,Bluetooth Speaker,Electronics,South,Sneha Patel,6,1799.0
ORD1255,2024-01-19,Cable Organizer,Accessories,North,Priya Singh,3,299.0
ORD1054,2024-01-19,Bluetooth Speaker,Electronics,West,Amit Sharma,11,1799.0
ORD1351,2024-01-20,Webcam HD,Electronics,North,Amit Sharma,6,1999.0
ORD1290,2024-01-20,Cable Organizer,Accessories,East,Amit Sharma,2,299.0
ORD1364,2024-01-20,Mechanical Keyboard,Accessories,West,Karan Mehta,7,2499.0
ORD1397,2024-01-21,Power Bank,Electronics,West,Amit Sharma,2,1499.0
ORD1540,2024-01-21,Wireless Mouse,Accessories,East,Priya Singh,2,499.0
ORD1083,2024-01-21,Cable Organizer,Accessories,West,Amit Sharma,2,299.0
ORD1432,2024-01-21,Cable Organizer,Accessories,West,Karan Mehta,4,299.0
ORD1368,2024-01-22,Cable Organizer,Accessories,South,Sneha Patel,7,299.0
ORD1015,2024-01-22,Monitor 24in,Electronics,West,Sneha Patel,11,8999.0
ORD1062,2024-01-22,USB-C Hub,Accessories,West,Sneha Patel,5,1299.0
ORD1206,2024-01-23,Power Bank,Electronics,South,Amit Sharma,1,1499.0
ORD1224,2024-01-23,Power Bank,Electronics,West,Karan Mehta,12,1499.0
ORD1319,2024-01-25,Cable Organizer,Accessories,West,Priya Singh,7,299.0
ORD1078,2024-01-27,Bluetooth Speaker,Electronics,East,Amit Sharma,10,1799.0
ORD1372,2024-01-27,Desk Lamp,Furniture,South,Karan Mehta,2,699.0
ORD1287,2024-01-27,USB-C Hub,Accessories,East,Karan Mehta,4,1299.0
ORD1574,2024-01-27,USB-C Hub,Accessories,East,Sneha Patel,8,1299.0
ORD1191,2024-01-27,Mechanical Keyboard,Accessories,West,Amit Sharma,6,2499.0
ORD1037,2024-01-28,Desk Lamp,Furniture,West,Priya Singh,5,699.0
ORD1107,2024-01-28,Laptop Stand,Furniture,East,Karan Mehta,10,899.0
ORD1073,2024-01-29,Bluetooth Speaker,Electronics,West,Karan Mehta,14,1799.0
ORD1370,2024-01-30,Monitor 24in,Electronics,West,Priya Singh,3,8999.0
ORD1203,2024-01-30,Webcam HD,Electronics,East,Karan Mehta,14,1999.0
ORD1361,2024-01-31,USB-C Hub,Accessories,East,Amit Sharma,12,1299.0
ORD1179,2024-02-01,Power Bank,Electronics,West,Amit Sharma,6,1499.0
ORD1184,2024-02-01,Cable Organizer,Accessories,East,Amit Sharma,10,299.0
ORD1474,2024-02-02,Laptop Stand,Furniture,South,Karan Mehta,14,899.0
ORD1220,2024-02-05,Wireless Mouse,Accessories,South,Amit Sharma,13,499.0
ORD1031,2024-02-05,Wireless Mouse,Accessories,South,Priya Singh,14,499.0
ORD1597,2024-02-06,Laptop Stand,Furniture,West,Karan Mehta,11,899.0
ORD1195,2024-02-06,Laptop Stand,Furniture,North,Rohit Verma,13,899.0
ORD1379,2024-02-06,Laptop Stand,Furniture,West,Priya Singh,14,899.0
ORD1402,2024-02-07,USB-C Hub,Accessories,West,Rohit Verma,3,1299.0
ORD1122,2024-02-07,Mechanical Keyboard,Accessories,East,Priya Singh,8,2499.0
ORD1633,2024-02-08,Laptop Stand,Furniture,West,Karan Mehta,13,899.0
ORD1006,2024-02-08,Webcam HD,Electronics,East,Priya Singh,8,1999.0
ORD1422,2024-02-10,Desk Lamp,Furniture,East,Karan Mehta,6,699.0
ORD1522,2024-02-10,Cable Organizer,Accessories,West,Rohit Verma,7,299.0
ORD1421,2024-02-11,Monitor 24in,Electronics,North,Rohit Verma,14,8999.0
ORD1331,2024-02-11,Bluetooth Speaker,Electronics,West,Sneha Patel,1,1799.0
ORD1546,2024-02-12,Power Bank,Electronics,North,Sneha Patel,5,1499.0
ORD1105,2024-02-12,Power Bank,Electronics,West,Priya Singh,5,1499.0
ORD1002,2024-02-12,Desk Lamp,Furniture,West,Karan Mehta,1,699.0
ORD1052,2024-02-14,Monitor 24in,Electronics,North,Sneha Patel,2,8999.0
ORD1532,2024-02-14,Wireless Mouse,Accessories,North,Sneha Patel,6,499.0
ORD1004,2024-02-14,Bluetooth Speaker,Electronics,North,Amit Sharma,8,1799.0
ORD1381,2024-02-14,Mechanical Keyboard,Accessories,East,Amit Sharma,6,2499.0
ORD1354,2024-02-15,Bluetooth Speaker,Electronics,South,Priya Singh,12,1799.0
ORD1430,2024-02-15,USB-C Hub,Accessories,East,Karan Mehta,13,1299.0
ORD1374,2024-02-15,Wireless Mouse,Accessories,North,Rohit Verma,1,499.0
ORD1360,2024-02-16,Cable Organizer,Accessories,East,Karan Mehta,1,299.0
ORD1455,2024-02-16,Wireless Mouse,Accessories,South,Amit Sharma,9,499.0
ORD1561,2024-02-16,Monitor 24in,Electronics,North,Amit Sharma,14,8999.0
ORD1016,2024-02-17,Wireless Mouse,Accessories,North,Sneha Patel,10,499.0
ORD1465,2024-02-18,Cable Organizer,Accessories,South,Amit Sharma,1,299.0
ORD1035,2024-02-18,Cable Organizer,Accessories,South,Priya Singh,6,299.0
ORD1204,2024-02-19,Monitor 24in,Electronics,North,Karan Mehta,5,8999.0
ORD1047,2024-02-19,Wireless Mouse,Accessories,South,Sneha Patel,7,499.0
ORD1193,2024-02-19,Power Bank,Electronics,East,Priya Singh,14,1499.0
ORD1524,2024-02-20,Power Bank,Electronics,East,Rohit Verma,7,1499.0
ORD1533,2024-02-21,Webcam HD,Electronics,South,Priya Singh,13,1999.0
ORD1223,2024-02-22,Cable Organizer,Accessories,South,Priya Singh,8,299.0
ORD1294,2024-02-22,Laptop Stand,Furniture,North,Rohit Verma,1,899.0
ORD1234,2024-02-24,Cable Organizer,Accessories,South,Sneha Patel,7,299.0
ORD1262,2024-02-24,Power Bank,Electronics,South,Priya Singh,4,1499.0
ORD1118,2024-02-25,Webcam HD,Electronics,West,Amit Sharma,11,1999.0
ORD1416,2024-02-25,Webcam HD,Electronics,South,Priya Singh,9,1999.0
ORD1417,2024-02-26,Cable Organizer,Accessories,North,Sneha Patel,11,299.0
ORD1231,2024-02-27,Desk Lamp,Furniture,North,Sneha Patel,2,699.0
ORD1341,2024-02-29,Power Bank,Electronics,South,Sneha Patel,7,1499.0
ORD1337,2024-03-01,Wireless Mouse,Accessories,West,Sneha Patel,14,499.0
ORD1534,2024-03-02,Bluetooth Speaker,Electronics,South,Amit Sharma,11,1799.0
ORD1267,2024-03-02,Desk Lamp,Furniture,South,Priya Singh,1,699.0
ORD1049,2024-03-02,Wireless Mouse,Accessories,South,Rohit Verma,11,499.0
ORD1114,2024-03-03,Wireless Mouse,Accessories,East,Karan Mehta,9,499.0
ORD1355,2024-03-03,Webcam HD,Electronics,South,Amit Sharma,7,1999.0
ORD1188,2024-03-03,Wireless Mouse,Accessories,South,Rohit Verma,13,499.0
ORD1548,2024-03-05,Laptop Stand,Furniture,East,Rohit Verma,2,899.0
ORD1124,2024-03-06,Bluetooth Speaker,Electronics,North,Karan Mehta,4,1799.0
ORD1591,2024-03-06,Mechanical Keyboard,Accessories,East,Karan Mehta,4,2499.0
ORD1334,2024-03-07,Mechanical Keyboard,Accessories,North,Karan Mehta,2,2499.0
ORD1012,2024-03-08,Mechanical Keyboard,Accessories,West,Sneha Patel,5,2499.0
ORD1450,2024-03-08,Desk Lamp,Furniture,South,Sneha Patel,10,699.0
ORD1311,2024-03-08,Mechanical Keyboard,Accessories,East,Rohit Verma,7,2499.0
ORD1575,2024-03-08,Monitor 24in,Electronics,South,Amit Sharma,6,8999.0
ORD1048,2024-03-09,Power Bank,Electronics,West,Sneha Patel,2,1499.0
ORD1288,2024-03-09,Bluetooth Speaker,Electronics,North,Priya Singh,13,1799.0
ORD1268,2024-03-09,Webcam HD,Electronics,West,Amit Sharma,13,1999.0
ORD1265,2024-03-10,Monitor 24in,Electronics,East,Amit Sharma,5,8999.0
ORD1178,2024-03-10,USB-C Hub,Accessories,North,Amit Sharma,7,1299.0
ORD1236,2024-03-11,Cable Organizer,Accessories,North,Amit Sharma,9,299.0
ORD1436,2024-03-11,Cable Organizer,Accessories,South,Sneha Patel,14,299.0
ORD1587,2024-03-12,Mechanical Keyboard,Accessories,North,Rohit Verma,6,2499.0
ORD1433,2024-03-12,Wireless Mouse,Accessories,West,Amit Sharma,7,499.0
ORD1496,2024-03-12,Mechanical Keyboard,Accessories,South,Amit Sharma,13,2499.0
ORD1082,2024-03-13,Webcam HD,Electronics,North,Karan Mehta,2,1999.0
ORD1298,2024-03-14,Monitor 24in,Electronics,West,Sneha Patel,2,8999.0
ORD1304,2024-03-16,USB-C Hub,Accessories,West,Unassigned,9,1299.0
ORD1029,2024-03-17,Webcam HD,Electronics,West,Rohit Verma,10,1999.0
ORD1027,2024-03-17,Cable Organizer,Accessories,West,Amit Sharma,2,299.0
ORD1578,2024-03-17,USB-C Hub,Accessories,West,Karan Mehta,10,1299.0
ORD1384,2024-03-18,Laptop Stand,Furniture,West,Karan Mehta,3,899.0
ORD1142,2024-03-18,Desk Lamp,Furniture,South,Sneha Patel,1,699.0
ORD1459,2024-03-18,Bluetooth Speaker,Electronics,East,Karan Mehta,14,1799.0
ORD1347,2024-03-18,Mechanical Keyboard,Accessories,East,Priya Singh,11,2499.0
ORD1333,2024-03-19,Webcam HD,Electronics,West,Unassigned,9,1999.0
ORD1582,2024-03-19,Bluetooth Speaker,Electronics,East,Priya Singh,12,1799.0
ORD1557,2024-03-20,Bluetooth Speaker,Electronics,South,Sneha Patel,8,1799.0
ORD1115,2024-03-20,Bluetooth Speaker,Electronics,North,Karan Mehta,14,1799.0
ORD1253,2024-03-21,Bluetooth Speaker,Electronics,West,Amit Sharma,6,1799.0
ORD1161,2024-03-21,Bluetooth Speaker,Electronics,North,Priya Singh,11,1799.0
ORD1356,2024-03-22,USB-C Hub,Accessories,South,Amit Sharma,2,1299.0
ORD1378,2024-03-22,USB-C Hub,Accessories,North,Priya Singh,10,1299.0
ORD1505,2024-03-22,Cable Organizer,Accessories,East,Sneha Patel,11,299.0
ORD1420,2024-03-22,Desk Lamp,Furniture,West,Priya Singh,9,699.0
ORD1066,2024-03-22,Monitor 24in,Electronics,North,Amit Sharma,14,8999.0
ORD1593,2024-03-23,Monitor 24in,Electronics,North,Priya Singh,12,8999.0
ORD1291,2024-03-23,Laptop Stand,Furniture,North,Amit Sharma,6,899.0
ORD1445,2024-03-23,Cable Organizer,Accessories,East,Amit Sharma,2,299.0
ORD1615,2024-03-24,Laptop Stand,Furniture,West,Amit Sharma,4,899.0
ORD1167,2024-03-25,Power Bank,Electronics,North,Priya Singh,8,1499.0
ORD1509,2024-03-25,Cable Organizer,Accessories,North,Rohit Verma,6,299.0
ORD1301,2024-03-25,Laptop Stand,Furniture,North,Amit Sharma,8,899.0
ORD1232,2024-03-26,Cable Organizer,Accessories,North,Priya Singh,2,299.0
ORD1537,2024-03-26,Monitor 24in,Electronics,South,Amit Sharma,3,8999.0
ORD1134,2024-03-26,Cable Organizer,Accessories,South,Sneha Patel,6,299.0
ORD1028,2024-03-26,Desk Lamp,Furniture,West,Priya Singh,8,699.0
ORD1498,2024-03-27,Wireless Mouse,Accessories,West,Amit Sharma,6,499.0
ORD1110,2024-03-29,Power Bank,Electronics,West,Rohit Verma,3,1499.0
ORD1577,2024-03-29,Mechanical Keyboard,Accessories,North,Karan Mehta,1,2499.0
ORD1096,2024-03-30,Power Bank,Electronics,East,Sneha Patel,9,1499.0
ORD1156,2024-03-30,Wireless Mouse,Accessories,North,Amit Sharma,8,499.0
ORD1549,2024-03-31,Desk Lamp,Furniture,East,Amit Sharma,8,699.0
ORD1494,2024-03-31,Cable Organizer,Accessories,West,Karan Mehta,1,299.0
ORD1302,2024-03-31,Power Bank,Electronics,North,Rohit Verma,12,1499.0
ORD1120,2024-04-01,Cable Organizer,Accessories,West,Rohit Verma,6,299.0
ORD1442,2024-04-01,Webcam HD,Electronics,West,Karan Mehta,10,1999.0
ORD1409,2024-04-02,Desk Lamp,Furniture,South,Sneha Patel,14,699.0
ORD1508,2024-04-02,Desk Lamp,Furniture,North,Rohit Verma,7,699.0
ORD1243,2024-04-02,Wireless Mouse,Accessories,South,Priya Singh,8,499.0
ORD1323,2024-04-04,Monitor 24in,Electronics,South,Sneha Patel,7,8999.0
ORD1511,2024-04-04,Bluetooth Speaker,Electronics,West,Priya Singh,10,1799.0
ORD1033,2024-04-05,Wireless Mouse,Accessories,West,Rohit Verma,10,499.0
ORD1419,2024-04-05,Cable Organizer,Accessories,East,Karan Mehta,7,299.0
ORD1201,2024-04-05,Webcam HD,Electronics,South,Karan Mehta,5,1999.0
ORD1431,2024-04-06,Laptop Stand,Furniture,West,Karan Mehta,8,899.0
ORD1116,2024-04-06,Webcam HD,Electronics,West,Rohit Verma,1,1999.0
ORD1318,2024-04-06,Bluetooth Speaker,Electronics,East,Karan Mehta,1,1799.0
ORD1068,2024-04-06,Mechanical Keyboard,Accessories,West,Priya Singh,6,2499.0
ORD1472,2024-04-09,Monitor 24in,Electronics,East,Amit Sharma,4,8999.0
ORD1614,2024-04-10,Monitor 24in,Electronics,East,Rohit Verma,6,8999.0
ORD1452,2024-04-10,Mechanical Keyboard,Accessories,West,Priya Singh,9,2499.0
ORD1137,2024-04-11,Monitor 24in,Electronics,West,Rohit Verma,13,8999.0
ORD1074,2024-04-12,Cable Organizer,Accessories,South,Priya Singh,5,299.0
ORD1392,2024-04-12,Power Bank,Electronics,East,Sneha Patel,7,1499.0
ORD1530,2024-04-12,Power Bank,Electronics,North,Priya Singh,1,1499.0
ORD1001,2024-04-13,Cable Organizer,Accessories,East,Amit Sharma,10,299.0
ORD1216,2024-04-15,Power Bank,Electronics,East,Rohit Verma,6,1499.0
ORD1219,2024-04-16,Webcam HD,Electronics,East,Sneha Patel,8,1999.0
ORD1438,2024-04-18,Mechanical Keyboard,Accessories,South,Amit Sharma,13,2499.0
ORD1400,2024-04-18,Monitor 24in,Electronics,South,Priya Singh,4,8999.0
ORD1571,2024-04-18,Laptop Stand,Furniture,West,Karan Mehta,5,899.0
ORD1375,2024-04-19,USB-C Hub,Accessories,East,Priya Singh,11,1299.0
ORD1353,2024-04-19,Webcam HD,Electronics,East,Rohit Verma,4,1999.0
ORD1024,2024-04-20,Webcam HD,Electronics,South,Rohit Verma,2,1999.0
ORD1147,2024-04-21,Power Bank,Electronics,West,Rohit Verma,7,1499.0
ORD1405,2024-04-21,USB-C Hub,Accessories,East,Karan Mehta,2,1299.0
ORD1005,2024-04-22,Wireless Mouse,Accessories,East,Amit Sharma,10,499.0
ORD1190,2024-04-22,Bluetooth Speaker,Electronics,North,Sneha Patel,8,1799.0
ORD1187,2024-04-22,Cable Organizer,Accessories,North,Karan Mehta,5,299.0
ORD1312,2024-04-23,USB-C Hub,Accessories,East,Karan Mehta,2,1299.0
ORD1391,2024-04-23,Wireless Mouse,Accessories,South,Rohit Verma,1,499.0
ORD1317,2024-04-24,Laptop Stand,Furniture,South,Rohit Verma,9,899.0
ORD1501,2024-04-24,Wireless Mouse,Accessories,South,Unassigned,6,499.0
ORD1440,2024-04-24,Laptop Stand,Furniture,West,Karan Mehta,8,899.0
ORD1129,2024-04-25,Monitor 24in,Electronics,North,Amit Sharma,7,8999.0
ORD1153,2024-04-25,Laptop Stand,Furniture,East,Karan Mehta,3,899.0
ORD1572,2024-04-25,Monitor 24in,Electronics,West,Rohit Verma,1,8999.0
ORD1516,2024-04-25,Webcam HD,Electronics,East,Amit Sharma,14,1999.0
ORD1032,2024-04-26,Cable Organizer,Accessories,East,Amit Sharma,3,299.0
ORD1620,2024-04-26,Webcam HD,Electronics,West,Sneha Patel,2,1999.0
ORD1514,2024-04-26,USB-C Hub,Accessories,North,Karan Mehta,7,1299.0
ORD1411,2024-04-27,Cable Organizer,Accessories,East,Rohit Verma,3,299.0
ORD1479,2024-04-27,Monitor 24in,Electronics,South,Karan Mehta,1,8999.0
ORD1108,2024-04-27,Monitor 24in,Electronics,South,Rohit Verma,13,8999.0
ORD1612,2024-04-27,Wireless Mouse,Accessories,North,Rohit Verma,13,499.0
ORD1087,2024-04-28,Cable Organizer,Accessories,West,Amit Sharma,13,299.0
ORD1486,2024-04-28,Bluetooth Speaker,Electronics,West,Priya Singh,10,1799.0
ORD1127,2024-04-29,Bluetooth Speaker,Electronics,West,Sneha Patel,5,1799.0
ORD1270,2024-04-29,Monitor 24in,Electronics,East,Amit Sharma,8,8999.0
ORD1148,2024-04-30,Mechanical Keyboard,Accessories,East,Amit Sharma,1,2499.0
ORD1164,2024-05-01,Laptop Stand,Furniture,North,Rohit Verma,1,899.0
ORD1146,2024-05-01,Mechanical Keyboard,Accessories,East,Priya Singh,6,2499.0
ORD1544,2024-05-02,Monitor 24in,Electronics,South,Priya Singh,12,8999.0
ORD1427,2024-05-03,Wireless Mouse,Accessories,West,Rohit Verma,10,499.0
ORD1435,2024-05-03,Laptop Stand,Furniture,North,Sneha Patel,13,899.0
ORD1150,2024-05-04,USB-C Hub,Accessories,East,Karan Mehta,2,1299.0
ORD1404,2024-05-05,Power Bank,Electronics,West,Amit Sharma,1,1499.0
ORD1293,2024-05-06,Monitor 24in,Electronics,East,Karan Mehta,8,8999.0
ORD1406,2024-05-07,Laptop Stand,Furniture,West,Priya Singh,12,899.0
ORD1159,2024-05-09,USB-C Hub,Accessories,East,Priya Singh,8,1299.0
ORD1525,2024-05-09,Laptop Stand,Furniture,North,Sneha Patel,9,899.0
ORD1165,2024-05-09,Wireless Mouse,Accessories,North,Rohit Verma,8,499.0
ORD1363,2024-05-10,Laptop Stand,Furniture,West,Karan Mehta,9,899.0
ORD1626,2024-05-10,Wireless Mouse,Accessories,North,Sneha Patel,1,499.0
ORD1528,2024-05-10,Bluetooth Speaker,Electronics,North,Amit Sharma,10,1799.0
ORD1423,2024-05-10,USB-C Hub,Accessories,West,Karan Mehta,8,1299.0
ORD1020,2024-05-11,Desk Lamp,Furniture,East,Karan Mehta,12,699.0
ORD1247,2024-05-12,Power Bank,Electronics,South,Karan Mehta,7,1499.0
ORD1131,2024-05-12,USB-C Hub,Accessories,South,Amit Sharma,1,1299.0
ORD1543,2024-05-12,Wireless Mouse,Accessories,West,Karan Mehta,2,499.0
ORD1244,2024-05-12,Bluetooth Speaker,Electronics,North,Priya Singh,14,1799.0
ORD1434,2024-05-12,Laptop Stand,Furniture,East,Sneha Patel,5,899.0
ORD1482,2024-05-12,Webcam HD,Electronics,West,Karan Mehta,2,1999.0
ORD1306,2024-05-13,Webcam HD,Electronics,West,Rohit Verma,1,1999.0
ORD1581,2024-05-13,Webcam HD,Electronics,East,Priya Singh,8,1999.0
ORD1228,2024-05-13,Monitor 24in,Electronics,South,Amit Sharma,14,8999.0
ORD1095,2024-05-13,Mechanical Keyboard,Accessories,South,Priya Singh,5,2499.0
ORD1481,2024-05-14,Wireless Mouse,Accessories,East,Rohit Verma,6,499.0
ORD1023,2024-05-14,Desk Lamp,Furniture,East,Sneha Patel,11,699.0
ORD1021,2024-05-15,Mechanical Keyboard,Accessories,East,Karan Mehta,5,2499.0
ORD1536,2024-05-15,Cable Organizer,Accessories,South,Karan Mehta,1,299.0
ORD1328,2024-05-16,USB-C Hub,Accessories,East,Amit Sharma,8,1299.0
ORD1176,2024-05-17,Mechanical Keyboard,Accessories,North,Amit Sharma,11,2499.0
ORD1325,2024-05-18,Power Bank,Electronics,South,Karan Mehta,8,1499.0
ORD1473,2024-05-19,USB-C Hub,Accessories,North,Sneha Patel,10,1299.0
ORD1447,2024-05-20,Wireless Mouse,Accessories,South,Karan Mehta,13,499.0
ORD1608,2024-05-21,Laptop Stand,Furniture,East,Amit Sharma,11,899.0
ORD1469,2024-05-22,Monitor 24in,Electronics,West,Sneha Patel,3,8999.0
ORD1297,2024-05-22,Desk Lamp,Furniture,North,Sneha Patel,4,699.0
ORD1250,2024-05-23,Bluetooth Speaker,Electronics,South,Priya Singh,10,1799.0
ORD1396,2024-05-23,Wireless Mouse,Accessories,North,Priya Singh,10,499.0
ORD1252,2024-05-24,Power Bank,Electronics,West,Amit Sharma,13,1499.0
ORD1441,2024-05-28,Power Bank,Electronics,South,Karan Mehta,5,1499.0
ORD1526,2024-05-29,USB-C Hub,Accessories,West,Priya Singh,10,1299.0
ORD1603,2024-05-29,Laptop Stand,Furniture,South,Rohit Verma,14,899.0
ORD1222,2024-05-29,Desk Lamp,Furniture,West,Priya Singh,3,699.0
ORD1098,2024-05-30,Wireless Mouse,Accessories,West,Rohit Verma,11,499.0
ORD1329,2024-05-31,Laptop Stand,Furniture,West,Rohit Verma,2,899.0
ORD1067,2024-06-01,Mechanical Keyboard,Accessories,East,Sneha Patel,13,2499.0
ORD1197,2024-06-02,USB-C Hub,Accessories,South,Priya Singh,12,1299.0
ORD1308,2024-06-02,USB-C Hub,Accessories,West,Priya Singh,1,1299.0
ORD1519,2024-06-02,Mechanical Keyboard,Accessories,West,Sneha Patel,1,2499.0
ORD1335,2024-06-03,Cable Organizer,Accessories,East,Rohit Verma,8,299.0
ORD1476,2024-06-03,Wireless Mouse,Accessories,West,Rohit Verma,6,499.0
ORD1239,2024-06-05,Bluetooth Speaker,Electronics,North,Sneha Patel,9,1799.0
ORD1251,2024-06-06,Webcam HD,Electronics,East,Sneha Patel,12,1999.0
ORD1485,2024-06-08,Wireless Mouse,Accessories,South,Amit Sharma,10,499.0
ORD1166,2024-06-08,Mechanical Keyboard,Accessories,West,Priya Singh,7,2499.0
ORD1513,2024-06-09,Laptop Stand,Furniture,East,Karan Mehta,1,899.0
ORD1072,2024-06-09,USB-C Hub,Accessories,East,Karan Mehta,4,1299.0
ORD1594,2024-06-10,Laptop Stand,Furniture,West,Rohit Verma,3,899.0
ORD1214,2024-06-10,Desk Lamp,Furniture,West,Priya Singh,6,699.0
ORD1085,2024-06-11,Webcam HD,Electronics,West,Karan Mehta,2,1999.0
ORD1172,2024-06-11,Wireless Mouse,Accessories,South,Karan Mehta,5,499.0
ORD1181,2024-06-12,USB-C Hub,Accessories,East,Priya Singh,7,1299.0
ORD1500,2024-06-13,Cable Organizer,Accessories,North,Sneha Patel,12,299.0
ORD1277,2024-06-13,Monitor 24in,Electronics,West,Sneha Patel,7,8999.0
ORD1563,2024-06-14,USB-C Hub,Accessories,South,Sneha Patel,11,1299.0
ORD1488,2024-06-14,Wireless Mouse,Accessories,North,Amit Sharma,4,499.0
ORD1076,2024-06-14,USB-C Hub,Accessories,East,Karan Mehta,4,1299.0
ORD1097,2024-06-14,Cable Organizer,Accessories,East,Karan Mehta,14,299.0
ORD1273,2024-06-14,Power Bank,Electronics,North,Priya Singh,8,1499.0
ORD1367,2024-06-15,Desk Lamp,Furniture,North,Rohit Verma,4,699.0
ORD1091,2024-06-15,Mechanical Keyboard,Accessories,North,Amit Sharma,6,2499.0
ORD1585,2024-06-15,USB-C Hub,Accessories,West,Amit Sharma,6,1299.0
ORD1565,2024-06-15,Webcam HD,Electronics,East,Sneha Patel,2,1999.0
ORD1386,2024-06-16,Laptop Stand,Furniture,South,Sneha Patel,8,899.0
ORD1212,2024-06-16,Laptop Stand,Furniture,West,Amit Sharma,12,899.0
ORD1439,2024-06-17,Bluetooth Speaker,Electronics,North,Priya Singh,11,1799.0
ORD1599,2024-06-18,Power Bank,Electronics,South,Priya Singh,5,1499.0
ORD1456,2024-06-18,Desk Lamp,Furniture,South,Sneha Patel,7,699.0
ORD1022,2024-06-18,Wireless Mouse,Accessories,North,Rohit Verma,13,499.0
ORD1139,2024-06-18,Webcam HD,Electronics,East,Sneha Patel,6,1999.0
ORD1102,2024-06-18,Monitor 24in,Electronics,East,Karan Mehta,8,8999.0
ORD1418,2024-06-19,Power Bank,Electronics,North,Amit Sharma,11,1499.0
ORD1567,2024-06-19,Desk Lamp,Furniture,North,Rohit Verma,8,699.0
ORD1211,2024-06-20,Bluetooth Speaker,Electronics,East,Amit Sharma,8,1799.0
ORD1426,2024-06-22,Laptop Stand,Furniture,West,Karan Mehta,2,899.0
ORD1135,2024-06-22,Mechanical Keyboard,Accessories,East,Rohit Verma,4,2499.0
ORD1562,2024-06-22,Cable Organizer,Accessories,East,Rohit Verma,10,299.0
ORD1264,2024-06-22,Webcam HD,Electronics,East,Amit Sharma,3,1999.0
ORD1480,2024-06-23,Mechanical Keyboard,Accessories,North,Sneha Patel,9,2499.0
ORD1000,2024-06-24,Webcam HD,Electronics,South,Sneha Patel,4,1999.0
